OGC_FID,OSM_ID,OSM_WAY_ID,NAME,TYPE,AEROWAY,AMENITY,ADMIN_LEVE,BARRIER,BOUNDARY,BUILDING,CRAFT,GEOLOGICAL,HISTORIC,LAND_AREA,LANDUSE,LEISURE,MAN_MADE,MILITARY,NATURAL,OFFICE,PLACE,SHOP,SPORT,TOURISM,OTHER_TAGS
2296,,226334366,Ichangu Narayan Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""100"", ""building_count""=>""1"", ""personnel:count""=>""12"""
2297,,226334580,The Celebration Co. Ed. School,,,school,,,,school,,,,,,,,,,,,,,,"""oid""=>""1"", ""operator""=>""The celebration Co. Ed.School"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""rectangular"", ""start_date""=>""2000-2013"", ""column:size""=>""12x12"", ""isced:level""=>""secondary"", ""occupant:day""=>""380"", ""operator:type""=>""private"""
2298,,226334682,Bal Bikash Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""building_count""=>""3"""
2299,,226334808,Shankarapur Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""320"", ""building_count""=>""2"", ""personnel:count""=>""55"""
2302,,226335493,Atlantic English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""160"", ""building_count""=>""1"", ""personnel:count""=>""13"""
2303,,226336773,Ashish English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""015000269"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""3"", ""personnel:count""=>""25"""
2304,,226336775,Gyan Kunj Secondary Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""5541852"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""1"", ""personnel:count""=>""22"""
2305,,226336776,Kids Land Montessori World,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""5548625, 5530237"", ""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""3"", ""personnel:count""=>""23"""
2306,,226336777,Mahendra Bhrikuti Ma Vi,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""5522672"", ""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""723"", ""building_count""=>""6"", ""personnel:count""=>""31"""
2307,,226336778,Montessori Kids Wonderland,,,kindergarten,,,,,,,,,,,,,,,,,,,"""phone""=>""5554312"", ""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""25"", ""building_count""=>""1"", ""personnel:count""=>""7"""
2308,,226336779,Newton Wave Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""5537160"", ""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""140"", ""building_count""=>""2"", ""personnel:count""=>""10"""
2309,,226336780,Shree Atisha Primary School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""5526277"", ""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""150"", ""building_count""=>""2"", ""personnel:count""=>""16"""
2310,,226373345,Rameshwori H. S. School,,,school,,,,,,,,,,,,,,,,,,,"""addr:street""=>""Majheripatan, Pokhara"", ""addr:housename""=>""School Building"""
2311,,226380002,Jana Priya College,,,school,,,,,,,,,,,,,,,,,,,"""addr:street""=>""ratna chowk"", ""addr:housename""=>""Jana priya college"""
2312,,226390686,Ganesh Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""282"", ""building_count""=>""3"", ""personnel:count""=>""28"""
2313,,226390688,Himshikhar English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""1"", ""personnel:count""=>""22"""
2314,,226391029,Bhagawati primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""18"", ""building_count""=>""1"", ""personnel:count""=>""4"""
2315,,226391030,Maha Kaleshwor primary school,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""40"", ""building_count""=>""1"", ""personnel:count""=>""5"""
2316,,226391031,Shanti Bhairab Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""36"", ""building_count""=>""2"", ""personnel:count""=>""5"""
2317,,226392914,V.S Angel World,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""24"", ""building_count""=>""1"", ""personnel:count""=>""8"""
2318,,226392915,Utprerana Women Secondary School,,,school,,,,school,,,,,,,,,,,,,,,"""operator""=>""Utprerana Women Secondary School"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""rectangular"", ""start_date""=>""2000-2013"", ""column:size""=>""9x12"", ""isced:level""=>""secondary"", ""occupant:day""=>""112"", ""operator:type""=>""community"", ""roof:"
2336,,226936253,Kathmandu Little Blossoms Public School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""340"", ""building_count""=>""5"", ""personnel:count""=>""34"""
2337,,226936254,Namuna Women School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""130"", ""building_count""=>""2"", ""personnel:count""=>""13"""
2319,,226418308,Situ Public Boarding School,,,school,,,,school,,,,,,,,,,,,,,,"""oid""=>""1"", ""operator""=>""Situ Public Boarding School"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""rectangular"", ""start_date""=>""before_1960"", ""isced:level""=>""primary"", ""occupant:day""=>""80"", ""operator:type""=>""private"", ""roof:material""=>""metal"","
2320,,226475864,Abhiyan Public School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""321"", ""building_count""=>""4"", ""personnel:count""=>""24"""
2321,,226594780,Namuna Macchindra Higher Secondary School and College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""1200"", ""building_count""=>""6"", ""personnel:count""=>""80"""
2322,,226603883,AIMS Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""6"", ""personnel:count""=>""37"""
2323,,226609294,Birendra Smriti Sikshya Sadan (BEBS),,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""2"", ""personnel:count""=>""28"""
2324,,226609295,Min Nath Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""120"", ""building_count""=>""3"", ""personnel:count""=>""11"""
2325,,226670897,Career Building Int'l Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""650"", ""building_count""=>""3"", ""personnel:count""=>""40"""
2326,,226671393,Nexus Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""950"", ""building_count""=>""4"", ""personnel:count""=>""75"""
2327,,226693204,ACME Engineering College,,,college,,,,,,,,,,,,,,,,,,,"""addr:street""=>""Banasthali"", ""contact:phone""=>""01-4444444"", ""addr:housename""=>""ACME Building"""
2328,,226694729,manmohan memorial college,,,college,,,,,,,,,,,,,,,,,,,
2329,,226694751,Balaju school Of Engineering,,,college,,,,,,,,,,,,,,,,,,,
2330,,226723425,Akhanda Vidya Sadan,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""260"", ""building_count""=>""1"", ""personnel:count""=>""28"""
2331,,226723426,Angels Homes Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""45"", ""building_count""=>""2"", ""personnel:count""=>""5"""
2332,,226850926,Path Pradarshak School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""452"", ""building_count""=>""9"", ""personnel:count""=>""17"""
2333,,226850927,Phulchoki English School,,,school,,,,school,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""multiprojected"", ""start_date""=>""2000-2013"", ""column:size""=>""12x12"", ""isced:level""=>""lower_secondary"", ""occupant:day""=>""187"", ""operator:type""=>""private"", ""roof:material""=>""concrete"", ""student:count""=>"
2334,,226935927,Lotus Feet Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""40"", ""building_count""=>""2"", ""personnel:count""=>""8"""
2335,,226936250,Genius English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""118"", ""Household Code""=>""U74/7B/0HH"", ""building_count""=>""1"", ""personnel:count""=>""11"", ""Household Info By""=>""HERD Urban Health Survey 2015"""
2338,,226936936,Bal Vatika International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""120"", ""building_count""=>""1"", ""personnel:count""=>""30"""
2339,,226936938,Grace Educational Foundation,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""community"", ""student:count""=>""27"", ""building_count""=>""2"", ""personnel:count""=>""6"""
2340,,226936939,Gyan Sarobar Global English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""150"", ""building_count""=>""1"", ""personnel:count""=>""16"""
2341,,226936940,Gyanmandir Secondary English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""3"", ""personnel:count""=>""36"""
2342,,226936942,Kids Learning School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""325"", ""building_count""=>""5"", ""personnel:count""=>""22"""
2343,,226936944,Nava Indra Dhanus B H School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""230"", ""building_count""=>""1"", ""personnel:count""=>""16"""
2344,,226936945,Shree Bal Kalyan Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""151"", ""building_count""=>""1"", ""personnel:count""=>""10"""
2345,,226936946,Swati Sadan Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""850"", ""building_count""=>""2"", ""personnel:count""=>""60"""
2346,,226936947,Tarun Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""1922"", ""building_count""=>""6"", ""personnel:count""=>""52"""
2347,,226937084,Rajan Memorial International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""585"", ""building_count""=>""5"", ""personnel:count""=>""47"""
2348,,226968444,Shree Repumurdeni Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""27"""
2349,,226968445,Snow Apex Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""325"", ""building_count""=>""4"", ""personnel:count""=>""32"""
2350,,226971573,New Summit College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""705"", ""building_count""=>""3"", ""personnel:count""=>""55"""
2351,,226979999,Bal Rastriya Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""200"", ""building_count""=>""2"", ""personnel:count""=>""10"""
2352,,226980000,Nepal Good Weave Foundation,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""community"", ""student:count""=>""33"", ""building_count""=>""1"", ""personnel:count""=>""7"""
2353,,226980001,Shramsil Vidyapeth,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""486"", ""building_count""=>""1"", ""personnel:count""=>""30"""
2354,,227098247,The City Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""240"", ""building_count""=>""5"", ""personnel:count""=>""30"""
2355,,227099243,Rising Rays Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""450"", ""building_count""=>""3"", ""personnel:count""=>""29"""
2356,,227100032,Bir Bhakti Kinder World,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""76"", ""building_count""=>""1"", ""personnel:count""=>""5"""
2514,,239979641,Minerva English School,,,school,,,,yes,,,,,,,,,,,,,,,
2357,,227100155,Global College International,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""90"", ""building_count""=>""2"", ""personnel:count""=>""18"""
2358,,227100156,Rayners high school,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""130"", ""building_count""=>""4"", ""personnel:count""=>""18"""
2359,,227102784,Canvas English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""347"", ""building_count""=>""2"", ""personnel:count""=>""28"""
2360,,227104165,Islington College,,,college,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Kathmandu"", ""addr:street""=>""Kamal Marga"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1000"", ""building_count""=>""7"", ""personnel:count""=>""65"""
2361,,227104167,Administrative Block,,,college,,,,college,,,,,,,,,,,,,,,"""oid""=>""6"", ""operator""=>""Islington College"", ""retrofit""=>""no"", ""roof:shape""=>""gabled"", ""shape:plan""=>""rectangular"", ""start_date""=>""1960-1990"", ""roof:material""=>""metal"", ""building:bay:x""=>""3"", ""building:bay:y""=>""2"", ""floor:material""=>""concrete"", ""building"
2362,,227122518,Nobel College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1100"", ""building_count""=>""3"", ""personnel:count""=>""360"""
2363,,227266281,Ambassador Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""546"", ""building_count""=>""3"", ""personnel:count""=>""45"""
2364,,227266651,Shree Gyan Jyoti Women School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""300"", ""building_count""=>""1"", ""personnel:count""=>""12"""
2365,,227267817,Brihaspati Vidhyasadan,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""1217"", ""building_count""=>""8"", ""personnel:count""=>""196"""
2366,,227271710,Deurali Primary School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""9841404340"", ""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""74"", ""building_count""=>""3"", ""personnel:count""=>""8"""
2367,,227271711,Mahankal Primary School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""9843070762"", ""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""100"", ""building_count""=>""4"", ""personnel:count""=>""6"""
2368,,227271712,Saraswati Lower secondary school,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""273"", ""building_count""=>""3"", ""personnel:count""=>""13"""
2369,,227276574,Angels Land Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""165"", ""building_count""=>""1"", ""personnel:count""=>""12"""
2370,,227276575,BST College,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""950"", ""building_count""=>""4"", ""personnel:count""=>""71"""
2371,,227276576,Buddha Jyoti Bal Udhan Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""400"", ""building_count""=>""1"", ""personnel:count""=>""14"""
2372,,227276577,Charles Darwin English Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""2"", ""personnel:count""=>""20"""
2373,,227276578,Children Herald Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""270"", ""building_count""=>""1"", ""personnel:count""=>""18"""
2374,,227276579,Creme Learning Ambiance School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""5"", ""personnel:count""=>""20"""
2375,,227276580,Deep Jyoti Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""900"", ""building_count""=>""2"", ""personnel:count""=>""75"""
2376,,227276581,Divya Kanti High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""4"", ""personnel:count""=>""39"""
2377,,227276582,Ever Young English Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""150"", ""building_count""=>""1"", ""personnel:count""=>""17"""
2378,,227276583,Good Start Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""3"", ""personnel:count""=>""27"""
2379,,227276584,Gurukul Public High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""21"""
2380,,227276585,Kamana HS School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""550"", ""building_count""=>""1"", ""personnel:count""=>""35"""
2381,,227276586,Kantipur English Academy School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""450"", ""building_count""=>""3"", ""personnel:count""=>""32"""
2382,,227276587,Kaushal English Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""650"", ""building_count""=>""3"", ""personnel:count""=>""35"""
2383,,227276588,Kaushal English Secondary School,,,school,,,,,,,,,,,,,,,,,,,
2384,,227276589,Mt. Larke Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""2"", ""personnel:count""=>""24"""
2385,,227276590,National Peace secondary Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""1"", ""personnel:count""=>""18"""
2386,,227276591,North Point Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""380"", ""building_count""=>""2"", ""personnel:count""=>""30"""
2387,,227276593,Shree Yantra English Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""325"", ""building_count""=>""1"", ""personnel:count""=>""25"""
2388,,227276594,Siddhartha Model Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""285"", ""building_count""=>""1"", ""personnel:count""=>""22"""
2389,,227276595,Sunflower Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""372"", ""building_count""=>""1"", ""personnel:count""=>""24"""
2390,,227300984,Nil barahi Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""community"", ""student:count""=>""800"", ""building_count""=>""6"", ""personnel:count""=>""50"""
2391,,227477705,Mitra Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""100"", ""building_count""=>""2"", ""personnel:count""=>""20"""
2392,,227477707,Stepping Stone International Pre School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""42"", ""building_count""=>""1"", ""personnel:count""=>""22"""
2393,,227477999,Eden Garden Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""3"", ""personnel:count""=>""40"""
2394,,227479142,Horizon English Boarding School,,,school,,,,school,,,,,,,,,,,,,,,"""oid""=>""1"", ""operator""=>""Horizon English Boarding School"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""L-shape"", ""start_date""=>""1990-2000"", ""column:size""=>""9x9"", ""isced:level""=>""secondary"", ""occupant:day""=>""80"", ""operator:type""=>""private"", ""ro"
2395,,227479606,Buddhi Sarad English School,,,school,,,,school,,,,,,,,,,,,,,,"""operator""=>""Buddhi Sarad English School"", ""retrofit""=>""no"", ""roof:shape""=>""flat;gabled"", ""shape:plan""=>""narrow_long"", ""start_date""=>""1960-1990"", ""isced:level""=>""primary"", ""occupant:day""=>""90"", ""operator:type""=>""private"", ""roof:material""=>""concrete"", ""st"
2396,,227480790,New Sumina Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""3"", ""personnel:count""=>""28"""
2397,,227613110,Basu HSS(primary block),,,school,,,,,,,,,,,,,,,,,,,
2398,,227613111,Shree Udaya Primary School,,,school,,,,school,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""rectangular"", ""start_date""=>""1960-1990"", ""isced:level""=>""primary"", ""occupant:day""=>""45"", ""operator:type""=>""government"", ""roof:material""=>""concrete"", ""student:count""=>""40"", ""building:bay:x""=>""2"", ""bui"
2399,,227752903,Punarbal Sikshya Sadan,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""community"", ""student:count""=>""56"", ""building_count""=>""2"", ""personnel:count""=>""12"""
2400,,227767847,AIMS International Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01 4600464"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""3"", ""personnel:count""=>""40"""
2401,,227767849,Kanjirowa College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01 4601004"", ""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""271"", ""building_count""=>""4"", ""personnel:count""=>""60"""
2402,,227767851,Kanjirowa National School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""493"", ""building_count""=>""1"", ""personnel:count""=>""48"""
2403,,227892268,Namgyal School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""community"", ""student:count""=>""400"", ""building_count""=>""5"", ""personnel:count""=>""51"""
2404,,227894333,Dadapati Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""35"", ""building_count""=>""3"", ""personnel:count""=>""6"""
2405,,227894334,Saraswoti Pathshala,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""135"", ""building_count""=>""1"", ""personnel:count""=>""13"""
2406,,227894335,Shree Antalingeshwori primary school,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""45"", ""building_count""=>""2"", ""personnel:count""=>""7"""
2407,,227894438,Saraswati Lower secondary school,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""building_count""=>""4"""
2408,,227894765,Onyx School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""50"", ""building_count""=>""2"", ""personnel:count""=>""9"""
2567,,258888634,,,,school,,,,yes,,,,,,,,,,,,,,,
2409,,227924714,Shree Daxin Mahakali Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""50"", ""building_count""=>""1"", ""personnel:count""=>""4"""
2410,,227926201,Shree Ghyampa Devi Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""110"", ""building_count""=>""3"", ""personnel:count""=>""11"""
2411,,227929417,Shree Kamdhenu Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""283"", ""building_count""=>""7"", ""personnel:count""=>""21"""
2412,,227930757,Shree Kalpeshwor Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""43"", ""building_count""=>""4"", ""personnel:count""=>""7"""
2413,,227932710,Shree Saraswoti Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""102"", ""building_count""=>""3"", ""personnel:count""=>""9"""
2414,,227933077,Shree Indra Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""building_count""=>""2"""
2415,,227939763,Winsome English Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""480"", ""building_count""=>""6"", ""personnel:count""=>""26"""
2416,,227942898,Ujjwal Tara Pre School,,,kindergarten,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""36"", ""building_count""=>""1"", ""personnel:count""=>""10"""
2417,,228166700,Shree Kankali Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""305"", ""building_count""=>""7"", ""personnel:count""=>""31"""
2418,,228171838,Bhimdhunga Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""117"", ""building_count""=>""2"", ""personnel:count""=>""9"""
